"Endpoint ID","auto~Time_Angle#values.value","auto~Time_Button#values.value","auto~Time_CableWrap#values.value","auto~Time_Fader#values.value","auto~Time_ProbeGoal#values.value","auto~accX#values.value","auto~accY#values.value","auto~accZ#values.value","auto~angleValue#values.value","auto~cumForce#values.value","auto~faderValue#values.value","auto~gyroX#values.value","auto~gyroY#values.value","auto~gyroZ#values.value","auto~probeGoalState#values.value","auto~probeStartState#values.value","auto~pushButtonState#values.value","auto~resetButtonState#values.value","auto~startButtonState#values.value","auto~stopButtonState#values.value","auto~trialCounter#values.value","auto~trialPoints#values.value","auto~trialStarted#values.value","auto~trialTime#values.value","Date"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","0","0","-8.544921875","2.44140625","1100.585938","4074","25.59472656","1134","9.094238281","0.48828125","-0.061035156","1","1","1","1","1","1","2","1","1","0","2023-06-02 17:00:24"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","0","0","-6.103515625","5.859375","1083.251953","4072","25.8762207","1013","10.43701172","-0.183105469","-0.183105469","1","1","1","1","1","1","2","1","1","0","2023-06-02 17:00:24"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","0","0","-12.45117188","18.5546875","1084.960938","4075","25.94238281","992","9.338378906","-0.061035156","-0.427246094","1","1","1","1","1","1","2","1","1","0","2023-06-02 17:00:24"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","0","0","0.244140625","9.521484375","1075.195313","4076","26.1965332","868","10.25390625","0","-0.244140625","1","1","1","1","1","1","2","1","1","0","2023-06-02 17:00:24"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","0","0","-15.38085938","-5.37109375","1092.041016","4074","26.36987305","815","10.49804688","-0.427246094","-0.244140625","1","1","1","1","1","1","2","1","1","0","2023-06-02 17:00:24"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","0","0","-14.6484375","1.953125","1089.111328","4075","26.43066406","783","8.605957031","0.793457031","-0.610351563","1","1","1","1","1","1","2","1","1","0","2023-06-02 17:00:24"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","0","0","2.9296875","1.46484375","1086.425781","4078","26.56958008","722","10.80322266","-0.610351563","-0.427246094","1","1","1","1","1","1","2","1","1","0","2023-06-02 17:00:24"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-1.220703125","1.708984375","1090.332031","4078","26.63134766","616","10.86425781","0.122070313","-0.061035156","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:25"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","0.732421875","3.90625","1077.636719","4078","26.68530273","577","10.25390625","-0.305175781","-0.305175781","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:25"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-14.89257813","0.48828125","1093.261719","4078","26.81787109","495","10.19287109","-0.732421875","-0.244140625","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:25"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-19.77539063","22.70507813","1092.041016","4076","26.96655273","416","10.00976563","0.122070313","-0.305175781","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:25"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","8.7890625","22.94921875","1083.251953","4076","27.05444336","377","10.7421875","-0.48828125","-0.183105469","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:25"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-10.49804688","3.90625","1091.064453","4073","27.29736328","259","9.155273438","-0.061035156","-0.061035156","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:25"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-2.44140625","11.71875","1092.529297","4075","27.4230957","188","9.521484375","0.366210938","-0.671386719","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:25"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-21.72851563","-1.708984375","1092.529297","4073","27.48364258","157","9.765625","-0.183105469","0.183105469","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:26"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-7.8125","-3.41796875","1074.462891","4075","27.63134766","76","9.887695313","-0.122070313","-0.427246094","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:26"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","0.48828125","-4.638671875","1086.914063","4075","27.76220703","1","10.19287109","0.549316406","-0.671386719","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:26"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-0.732421875","2.685546875","1098.632813","4077","27.89501953","1","10.98632813","-0.732421875","0.122070313","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:26"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-8.544921875","2.9296875","1088.134766","4074","28.10327148","2","9.765625","0","0.122070313","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:26"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-3.41796875","-4.39453125","1088.378906","4075","28.1640625","1","10.25390625","-0.366210938","-0.122070313","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:26"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-11.47460938","14.40429688","1079.833984","4077","28.28881836","1","9.948730469","0.366210938","-0.427246094","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:26"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-1.220703125","-2.44140625","1092.285156","4076","28.37231445","0","10.98632813","-0.122070313","-0.061035156","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:27"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-0.48828125","0.732421875","1078.613281","4078","28.49731445","0","10.62011719","-0.122070313","-0.305175781","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:27"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-4.638671875","-3.90625","1083.740234","4077","28.56274414","0","9.948730469","0.122070313","0.48828125","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:27"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-22.21679688","19.04296875","1064.941406","4075","28.68164063","0","10.92529297","0.244140625","-0.122070313","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:27"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-11.71875","-0.9765625","1090.332031","4075","28.79541016","1","10.00976563","0.305175781","-0.610351563","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:27"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-9.765625","-0.48828125","1077.392578","4075","28.85327148","0","9.948730469","0","-0.183105469","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:27"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-3.173828125","15.13671875","1077.148438","4078","28.97338867","1","9.460449219","0","0.061035156","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:27"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-12.20703125","-6.8359375","1078.369141","4076","29.05200195","1","9.460449219","0.48828125","-0.244140625","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:27"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-8.7890625","7.32421875","1071.777344","4079","29.12475586","1","10.49804688","0.305175781","0.122070313","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:27"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","4.638671875","-3.662109375","1070.556641","4077","29.20654297","1","9.704589844","-0.610351563","-0.183105469","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:27"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-3.90625","11.47460938","1070.068359","4079","29.34350586","0","8.972167969","0.854492188","-0.671386719","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:28"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-1.708984375","20.01953125","1069.091797","4076","29.42626953","1","10.25390625","-0.366210938","0.244140625","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:28"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-13.42773438","-1.220703125","1077.148438","4077","29.5925293","0","10.49804688","-0.671386719","0","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:28"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-4.39453125","10.25390625","1073.486328","4074","29.74804688","3","11.10839844","-0.366210938","-0.183105469","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:28"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-17.578125","12.93945313","1078.125","4075","29.8894043","88","9.887695313","0.366210938","-0.244140625","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:28"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","7.568359375","4.150390625","1080.078125","4077","29.97924805","121","9.27734375","0.305175781","-0.244140625","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:28"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-2.44140625","-1.708984375","1079.833984","4076","30.18139648","231","11.71875","-0.9765625","-0.610351563","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:28"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-13.42773438","-4.39453125","1078.125","4075","30.24121094","270","11.04736328","-0.183105469","0.122070313","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:28"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-17.08984375","0.732421875","1083.007813","4076","30.35986328","352","10.25390625","-0.122070313","-0.427246094","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:29"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-2.197265625","21.24023438","1092.041016","4076","30.43212891","379","10.80322266","-0.671386719","0","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:29"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-4.638671875","6.8359375","1067.138672","4075","30.56762695","455","11.59667969","-0.183105469","-0.366210938","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:29"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","6.8359375","-1.708984375","1094.970703","4075","30.72192383","533","10.31494141","0.183105469","-0.183105469","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:29"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-12.45117188","9.521484375","1087.402344","4079","30.77587891","572","10.86425781","0.183105469","-0.183105469","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:29"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-4.638671875","8.056640625","1072.265625","4078","30.90649414","651","10.98632813","-0.732421875","0.183105469","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:29"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-21.72851563","7.568359375","1081.787109","4078","31.12792969","750","10.43701172","-0.366210938","-0.244140625","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:30"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-20.99609375","8.056640625","1077.880859","4075","31.26538086","821","9.887695313","0","0.061035156","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:30"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-1.708984375","17.578125","1085.205078","4075","31.35400391","863","10.7421875","-0.9765625","-0.122070313","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:30"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-9.765625","3.90625","1076.904297","4074","31.50415039","933","11.29150391","-1.037597656","0","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:30"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","8.7890625","-3.662109375","1072.753906","4076","31.62573242","1007","11.04736328","0.427246094","-0.793457031","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:30"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","2.197265625","-6.8359375","1071.044922","4079","31.70385742","1042","11.71875","0.061035156","-0.305175781","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:30"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","0.48828125","8.30078125","1073.974609","4076","31.91650391","1156","10.49804688","0.427246094","-0.183105469","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:30"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-12.20703125","-0.48828125","1077.148438","4076","31.99511719","1193","10.37597656","-0.48828125","0","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:30"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","0.48828125","18.79882813","1082.275391","4074","32.14331055","1259","10.7421875","0.427246094","-0.48828125","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:31"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-11.47460938","12.6953125","1071.289063","4077","32.22412109","1305","11.77978516","-0.610351563","-0.183105469","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:31"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-4.150390625","12.6953125","1092.285156","4074","32.31445313","1334","10.86425781","0.122070313","0.244140625","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:31"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-9.765625","6.591796875","1076.904297","4077","32.44604492","1404","11.04736328","-0.061035156","-0.366210938","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:31"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","3.173828125","16.84570313","1084.472656","4077","32.52294922","1447","10.00976563","0.305175781","-0.305175781","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:31"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-13.91601563","3.173828125","1079.101563","4077","32.60229492","1488","10.80322266","0","-0.48828125","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:31"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-28.07617188","-2.685546875","1085.693359","4074","32.74047852","1559","12.26806641","-0.9765625","0","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:31"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-23.68164063","7.8125","1083.251953","4075","32.81762695","1598","10.07080078","-0.061035156","0.122070313","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:31"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-3.173828125","5.37109375","1086.181641","4075","32.97412109","1669","10.49804688","-0.549316406","-0.732421875","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:31"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-12.93945313","3.90625","1078.857422","4076","33.03393555","1707","10.86425781","-0.48828125","-0.549316406","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:31"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-4.8828125","-5.126953125","1077.880859","4073","33.109375","1738","9.887695313","0.48828125","-0.549316406","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:32"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-3.173828125","-0.48828125","1088.867188","4077","33.24414063","1818","10.86425781","-0.671386719","-0.48828125","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:32"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-1.708984375","1.220703125","1095.947266","4075","33.29541016","1862","10.37597656","-0.183105469","-0.305175781","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:32"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-9.521484375","4.638671875","1084.228516","4071","33.40356445","1932","10.98632813","0.183105469","-0.122070313","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:32"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-8.30078125","10.98632813","1068.359375","4077","33.47094727","1977","10.37597656","0.122070313","-0.244140625","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:32"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","1.953125","-4.638671875","1079.833984","4077","33.55932617","2018","10.49804688","-0.366210938","-0.366210938","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:32"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-5.859375","1.953125","1089.355469","4079","33.62451172","2055","11.29150391","-0.854492188","-0.122070313","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:32"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-6.8359375","11.96289063","1086.181641","4080","33.76416016","2117","11.53564453","0.122070313","0.061035156","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:32"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-12.45117188","-5.859375","1098.876953","4075","33.83422852","2156","10.49804688","0.183105469","-0.183105469","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:32"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-7.080078125","14.40429688","1077.880859","4076","33.94750977","2228","11.04736328","-0.427246094","-0.244140625","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:33"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-8.7890625","12.93945313","1071.533203","4077","34.10717773","2311","11.04736328","-0.366210938","-0.122070313","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:33"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-14.40429688","-9.033203125","1095.458984","4079","34.33447266","2422","11.90185547","-0.427246094","0.122070313","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:33"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-3.662109375","-8.7890625","1086.669922","4075","34.46289063","2499","10.7421875","-0.366210938","0.122070313","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:33"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-3.662109375","-0.244140625","1072.509766","4079","34.65332031","2609","10.25390625","0.549316406","0.427246094","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:33"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-7.568359375","14.16015625","1072.753906","4079","34.72167969","2658","10.43701172","0.244140625","-0.48828125","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:33"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-16.11328125","-2.44140625","1093.994141","4077","34.88305664","2722","11.47460938","-0.610351563","-0.244140625","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:34"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-3.41796875","7.32421875","1072.021484","4074","35.09667969","2853","11.04736328","-0.610351563","-0.183105469","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:34"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-19.53125","2.197265625","1093.261719","4075","35.17285156","2896","11.10839844","-0.244140625","0","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:34"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-13.42773438","5.615234375","1086.425781","4076","35.23876953","2939","10.68115234","0.793457031","0.244140625","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:34"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","16.84570313","5.37109375","1085.693359","4075","35.37353516","3018","10.98632813","0.305175781","-0.366210938","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:34"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-12.45117188","0.9765625","1090.332031","4073","35.45385742","3056","10.98632813","-0.183105469","-0.366210938","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:34"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-13.18359375","-0.48828125","1083.984375","4078","35.5144043","3105","10.55908203","0.244140625","-0.427246094","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:34"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","7.8125","12.20703125","1091.552734","4077","35.65429688","3173","11.90185547","-0.793457031","0.305175781","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:34"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-10.49804688","3.173828125","1084.228516","4078","35.7265625","3216","10.86425781","0","0","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:34"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-4.8828125","17.33398438","1073.730469","4076","35.79345703","3252","10.37597656","0.427246094","0.305175781","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:35"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-12.6953125","5.126953125","1071.289063","4077","35.953125","3329","10.13183594","0.305175781","-0.549316406","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:35"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-8.30078125","-5.126953125","1079.589844","4076","36.03710938","3365","10.80322266","0","-0.366210938","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:35"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-9.27734375","4.638671875","1084.228516","4077","36.10302734","3410","11.10839844","-0.061035156","0.183105469","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:35"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-3.173828125","14.40429688","1084.228516","4075","36.17016602","3452","9.094238281","0.244140625","-0.305175781","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:35"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-0.244140625","11.23046875","1088.867188","4078","36.31518555","3536","10.49804688","0.183105469","-0.549316406","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:35"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","2.44140625","8.544921875","1060.791016","4080","36.45654297","3610","10.31494141","-0.610351563","-0.061035156","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:35"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-13.91601563","-5.859375","1083.740234","4078","36.55053711","3657","10.7421875","-0.183105469","-0.061035156","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:35"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-3.41796875","13.671875","1095.947266","4079","36.61865234","3694","10.19287109","0","0.122070313","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:35"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","1.220703125","6.591796875","1081.054688","4080","36.67724609","3737","10.00976563","0.305175781","0","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:35"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","0.244140625","-1.220703125","1089.111328","4076","36.82421875","3813","10.98632813","-0.854492188","0.549316406","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:36"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-6.34765625","-5.126953125","1088.134766","4075","36.87792969","3859","10.07080078","-0.366210938","-0.48828125","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:36"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","4.8828125","11.47460938","1080.810547","4077","36.93334961","3904","10.07080078","-0.671386719","-0.549316406","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:36"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-12.6953125","0.9765625","1090.576172","4075","37.10107422","3988","10.55908203","-0.671386719","-0.366210938","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:36"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-2.197265625","-1.220703125","1070.800781","4078","37.22412109","4084","9.765625","-0.183105469","-0.793457031","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:36"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-19.28710938","0.244140625","1082.03125","4077","37.29370117","4085","9.643554688","0.48828125","-0.122070313","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:36"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-9.033203125","-5.859375","1079.345703","4076","37.52392578","4086","10.62011719","-0.183105469","-0.061035156","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:36"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-18.06640625","-31.00585938","1055.908203","4079","37.70507813","4086","9.887695313","-0.366210938","-0.244140625","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:37"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-4.8828125","9.27734375","1098.632813","4077","37.92382813","4086","10.37597656","-0.061035156","0.244140625","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:37"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-19.53125","13.42773438","1079.589844","4077","37.97680664","4085","10.25390625","-0.244140625","0","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:37"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-8.7890625","8.544921875","1083.740234","4078","38.17163086","4086","10.86425781","-0.183105469","0.122070313","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:37"
"01d0b6f3-ea45-4719-b6c9-a93693961a66","0","15509545","0","22765965","0","-27.09960938","-2.685546875","1048.095703","4077","38.52392578","4088","11.23046875","0.061035156","0.183105469","1","1","1","1","1","1","2","2","1","0","2023-06-02 17:00:37"
